molecule,inf_mean,matrix_perc [%]
6XU8_1_A5-A8,0.93,100.0
6XU8_1_A7,0.98,100.0
6XU8_1_B2,0.89,100.0
6YAL_1_1,0.97,100.0
6YDP_1_AA,0.99,100.0
6YDP_1_AV,0.95,100.0
6YDP_1_BA,0.99,100.0
6YDP_1_BB,0.96,100.0
6YHS_1_8-6,1.0,100.0
6YL5_1_I,0.98,100.0
6YMC_1_A,1.0,100.0
6YML_1_A,0.98,100.0
6YS3_1_v,0.58,100.0
6YW5_1_aa,0.98,100.0
6YWE_1_bb,0.88,100.0
6YWS_1_A,0.97,100.0
6YYT_1_P-Q-U-T,0.78,100.0
6ZDP_1_B,0.93,100.0
6ZDU_1_C,0.84,100.0
6ZM6_1_w,0.69,100.0
6ZM6_1_x,0.72,100.0
6ZMI_1_CC,0.97,100.0
6ZU5_1_L50,0.99,100.0
6ZU5_1_L70,0.99,100.0
6ZU5_1_S60,0.99,100.0
7A0S_1_X,0.98,100.0
7A0S_1_Y,0.95,100.0
7A9N_1_K-L,1.0,100.0
7AAP_1_T-P,0.84,100.0
7AQC_1_T,0.98,100.0
7AS8_1_2,0.98,100.0
7B3D_1_T-P,0.83,100.0
7B5K_1_x,0.78,100.0
7B5K_1_z,0.74,100.0
7B9V_1_2-6,0.99,100.0
7BAH_1_C-D,0.96,100.0
7BKP_1_X-Z,0.87,100.0
7BV2_1_T-P,0.85,100.0
7C2K_1_F-G,0.76,80.56
7C79_1_A,0.82,100.0
7C7L_1_C,0.99,100.0
7CPU_1_L5-L8,0.98,100.0
7CPU_1_L7,0.99,100.0
7CPU_1_S2,0.97,100.0
7CPU_1_S6,0.88,100.0
7CXM_1_J-I,0.93,100.0
7CYQ_1_J-I,0.9,100.0
7D3J_1_B,0.98,100.0
7D7V_1_A,1.0,100.0
7D7W_1_A,1.0,100.0
7D81_1_A,0.96,100.0
7D8O_1_B,1.0,100.0
7DCO_1_B,0.94,100.0
7DCO_1_H-F,0.75,100.0
7DFG_1_T-P,0.88,100.0
7DFH_1_T-P,0.75,100.0
7DOI_1_T-P,0.88,100.0
7DOK_1_T-P,0.84,100.0
7DTE_1_F-G,0.75,100.0
7DVQ_1_F-H,0.99,100.0
7E8O_1_X,0.75,100.0
7EAG_1_C-D-E-F-A-B,0.94,100.0
7ECK_1_I-J,0.97,100.0
7ECN_1_A-B,1.0,100.0
7ECO_1_E-F,1.0,100.0
7ECP_1_A-B,1.0,100.0
7ED5_1_J-I,0.71,100.0
7EDT_1_A-B,0.99,100.0
7EL1_1_B,1.0,100.0
7ELQ_1_A,0.99,100.0
7ENI_1_B,0.99,100.0
7EOG_1_A,1.0,100.0
7EU9_1_B,0.98,100.0
7EVO_1_H,0.95,100.0
7JIL_1_1,0.98,100.0
7JIL_1_2,0.97,100.0
7JIL_1_3,0.98,100.0
7JJU_1_A-B,1.0,100.0
7JNH_1_B,1.0,100.0
7JRR_1_A,0.99,100.0
7K16_1_P,1.0,100.0
7K98_1_C,0.99,100.0
7KFN_1_B-C,0.98,100.0
7KGA_1_A,1.0,100.0
7KGA_1_B,1.0,100.0
7KGB_1_B,0.99,100.0
7KGB_1_a,0.8,100.0
7KI3_1_C,1.0,100.0
7KJV_1_C-D,1.0,100.0
7KKV_1_B,1.0,100.0
7KUN_1_A-B,1.0,100.0
7KVU_1_G,1.0,100.0
7L0Z_1_G,0.99,100.0
7LJ3_1_A,0.92,100.0
7LNE_1_A-B,1.0,100.0
7LO9_1_A-B,0.95,100.0
7LYS_1_B,1.0,100.0
7M2V_1_S-h,0.97,58.33
7M2V_1_T-k,0.7,77.78
7M2V_1_V-ww,0.93,77.78
7M2V_1_X-m,0.71,77.78
7M2V_1_Y-n,0.71,77.78
7M2V_1_yy-zz,0.92,77.78
7M50_1_WW-V,0.9,100.0
7M50_1_X-m,0.69,77.78
7M50_1_bb-qq,0.84,77.78
7M50_1_e-P,0.48,77.78
7M50_1_h-S,0.62,77.78
7M50_1_i-T,0.75,77.78
7M50_1_n-Y,0.7,77.78
7MJV_1_E,0.85,100.0
7MJW_1_G,1.0,100.0
7MKY_1_A,0.97,100.0
7MLW_1_F,0.94,100.0
7MLX_1_R,1.0,100.0
7MQA_1_L2,0.98,100.0
7MSF_1_R,0.96,100.0
7N0D_1_I-L-J,0.99,100.0
7N2V_1_Dt,0.99,100.0
7N2V_1_Pt,0.97,100.0
7NHN_1_a,0.8,100.0
7NQ4_1_C,1.0,100.0
7O7Y_1_AT,0.98,100.0
7O7Y_1_B5-B8,0.98,100.0
7O7Y_1_B7,0.99,100.0
7O7Z_1_AH,0.96,100.0
7O80_1_AT,0.96,100.0
7OAX_1_A,1.0,100.0
7OB9_1_R,0.76,100.0
7ODF_1_F,1.0,100.0
7OIF_1_z,0.77,100.0
7OJL_1_D-E,0.98,100.0
7OJN_1_R-M,0.94,100.0
7OLC_1_3,0.91,100.0
7OM7_1_H-G,1.0,100.0
7ONU_1_T,0.97,100.0
7ORN_1_H-T,0.94,100.0
7ORO_1_T-P,1.0,100.0
7OS0_1_D,0.98,100.0
7OSM_1_ASIT,0.76,100.0
7OT5_1_z,0.78,100.0
7OUO_1_AAA-BBB,1.0,100.0
7OYB_1_22,0.92,100.0
7OYB_1_51-81,0.97,100.0
7OYB_1_71,0.98,100.0
7OYC_1_22,0.96,100.0
7OYC_1_51-81,0.96,100.0
7OYC_1_71,0.97,100.0
7OZQ_1_H,1.0,100.0
7P0V_1_B,1.0,100.0
7P3K_1_V,0.98,100.0
7P48_1_5,0.94,100.0
7P7Q_1_A,0.99,100.0
7P7Q_1_B,0.98,100.0
7P7Q_1_D,0.98,100.0
7P7Q_1_a,0.8,100.0
7P7T_1_C,1.0,100.0
7PKT_1_0,0.97,100.0
7PKT_1_1,0.99,100.0
7PKT_1_3-4-5-2,0.95,100.0
7PKT_1_7-6,0.97,100.0
7PKT_1_8,0.96,100.0
7PLI_1_C,1.0,100.0
7PLI_1_G,0.94,100.0
7PMM_1_D,0.98,100.0
7PWG_1_1-4,0.99,100.0
7PWG_1_w,0.75,100.0
7PWO_1_2,0.98,100.0
7PWO_1_3,0.99,100.0
7PWO_1_w2,0.97,100.0
7PZY_1_1-4,0.99,100.0
7PZY_1_10,0.8,100.0
7PZY_1_3,0.99,100.0
7Q4K_1_D2,1.0,100.0
7Q80_1_B-C-A,0.92,100.0
7Q82_1_C-B-A,0.77,100.0
7QCA_1_L50,0.98,100.0
7QCA_1_L70,0.96,100.0
7QCA_1_S60,0.98,100.0
7QEP_1_1,0.98,100.0
7QEP_1_2,0.96,100.0
7QEP_1_3,0.96,100.0
7QGG_1_E,0.98,100.0
7QGG_1_S2,0.98,100.0
7QGG_1_t-D,0.98,100.0
7QGG_1_u,0.98,100.0
7QGG_1_v,0.92,100.0
7QH7_1_B,0.89,100.0
7QI4_1_A,0.99,100.0
7QI4_1_AA,0.99,100.0
7QI4_1_Aw,0.95,100.0
7QI4_1_Ax,0.92,100.0
7QI4_1_B,0.96,100.0
7QIW_1_2-8,0.99,100.0
7QIW_1_5,0.98,100.0
7QIY_1_2,0.98,100.0
7QIZ_1_S2,0.98,100.0
7QIZ_1_aA-bA,0.98,100.0
7QQP_1_A,0.99,100.0
7QQX_1_A,0.99,100.0
7QR0_1_A,0.99,100.0
7QR3_1_C,0.97,100.0
7QR4_1_B,0.95,100.0
7QR8_1_A,0.98,100.0
7QTL_1_M-R,0.93,100.0
7QTN_1_B-A,1.0,100.0
7QVP_1_B4,0.98,100.0
7R6Q_1_1-2,0.98,100.0
7R6Q_1_6,0.97,100.0
7R81_1_A1-C1,0.99,100.0
7R81_1_A2,0.98,100.0
7R81_1_B1,0.99,100.0
7R81_1_t1,0.98,100.0
7R97_1_C,1.0,100.0
7RE1_1_T-P,1.0,100.0
7REX_1_A,1.0,100.0
7RQB_1_1A,0.97,100.0
7RQB_1_1B,0.99,100.0
7S36_1_R,1.0,100.0
7SFR_1_A,0.99,100.0
7SFR_1_B,0.98,100.0
7SFR_1_a,0.97,100.0
7ST2_1_5,0.97,100.0
7SZU_1_R,0.99,100.0
7TTW_1_2,0.88,100.0
7TZS_1_X,0.99,100.0
7U2I_1_1w,0.96,100.0
7U8B_1_A-B,1.0,100.0
7UCK_1_2,0.95,100.0
7UIN_1_B,0.97,100.0
7UNW_1_A,0.99,100.0
7UNW_1_B,0.98,100.0
7UNW_1_a,0.99,83.33
7UOB_1_T-P,0.96,100.0
7UQ6_1_B,1.0,100.0
7UQB_1_6,0.96,100.0
7UR5_1_v,0.68,100.0
7UTN_1_C,0.99,100.0
7UU5_1_M-N,1.0,100.0
7UVZ_1_A,0.99,100.0
7UVZ_1_v,1.0,100.0
7UW1_1_B,0.99,100.0
7UW1_1_a,0.99,100.0
7UY6_1_B,0.88,100.0
7V94_1_B,0.97,100.0
7VNV_1_A,1.0,100.0
7VTI_1_B,1.0,100.0
7VTN_1_B,1.0,100.0
7WAY_1_D,0.98,100.0
7WIE_1_V,1.0,100.0
7WJU_1_C,0.97,100.0
7XD9_1_B-C,1.0,100.0
7XHT_1_B,0.99,100.0
7XJG_1_H,0.95,100.0
7XPL_1_G-H-I-J,0.99,100.0
7XSP_1_D-A,0.88,100.0
7XWZ_1_C-D,0.92,100.0
7Y7P_1_C-D,0.98,100.0
7Y7Q_1_C-D,1.0,100.0
7Y81_1_B-C,0.94,100.0
7YED_1_T-N-M,0.73,100.0
7YGA_1_N,0.99,100.0
7YSE_1_E,0.97,100.0
7Z42_1_V,1.0,100.0
7ZHG_1_2,0.99,83.33
7ZJW_1_I,0.86,100.0
7ZJW_1_S,0.73,100.0
7ZO1_1_A,0.99,100.0
7ZP8_1_v,0.98,100.0
7ZTA_1_ATR1,0.99,100.0
7ZTA_1_ETR1,0.99,100.0
7ZUX_1_7,0.98,100.0
7ZW0_1_sl,0.97,100.0
7ZW0_1_sn,0.98,100.0
8A22_1_A1,0.97,100.0
8A22_1_A3-A2,0.98,100.0
8A22_1_A5-A4,0.98,100.0
8A22_1_A7-A6,0.96,100.0
8A22_1_A8,0.97,100.0
8A22_1_A9,0.93,100.0
8A22_1_B3-B2-B1,0.98,100.0
8A22_1_B4,0.98,100.0
8A57_1_A,0.98,100.0
8A57_1_B,0.96,100.0
8AF0_1_C-D,0.98,95.83
8AKN_1_Z,0.71,100.0
8AM9_1_8,0.94,100.0
8AMI_1_B-A,1.0,100.0
8AS7_1_P-T-G,0.89,100.0
8ASD_1_T-G,0.89,100.0
8B6Z_1_B,1.0,100.0
8BE0_1_M-R,1.0,100.0
8BE0_1_V,1.0,100.0
8BF5_1_M-R,0.98,100.0
8BF8_1_B,0.98,63.89
8BUU_1_A,0.99,100.0
8BUU_1_a,0.98,83.33
8CRX_1_A,0.98,100.0
8CVM_1_a,0.98,83.33
8CVM_1_b,0.97,100.0
8CVO_1_A,0.96,100.0
8D1V_1_J-N,0.8,100.0
8D28_1_B,1.0,83.33
8D29_1_C,0.95,100.0
8D29_1_F,0.96,100.0
8D29_1_J,0.85,100.0
8D4A_1_B,0.98,100.0
8D8L_1_a,0.99,100.0
8DC2_1_B,0.72,77.78
8DK7_1_C,0.93,100.0
8DP3_1_R,1.0,100.0
8DVU_1_B,0.99,100.0
8E0F_1_D-C,1.0,100.0
8E2A_1_B,0.97,100.0
8E4X_1_C-D,1.0,100.0
8E8M_1_R,0.97,100.0
8EA4_1_7,0.89,100.0
8EHQ_1_R,1.0,100.0
8ESQ_1_6,0.95,100.0
8EUG_1_1-2,0.98,83.33
8EUG_1_9,0.99,100.0
8EUY_1_6,0.94,100.0
8G60_1_At,0.97,100.0
8G9Z_1_E,0.61,86.11
8GLP_1_L5-L8,0.99,100.0
8GLP_1_L7,0.99,100.0
8GLP_1_Pt,0.99,100.0
8GNA_1_C-J,0.75,100.0
8GS2_1_R-D,0.93,100.0
8GWE_1_J-I,0.94,100.0
8GXB_1_A,0.98,100.0
8GXB_1_B,0.98,100.0
8H1B_1_C,1.0,100.0
8HBA_1_B,0.96,100.0
8HHL_1_B,1.0,77.78
8HMY_1_T,0.98,100.0
8HMZ_1_5-3,0.98,100.0
8I3Z_1_B-A,0.97,100.0
