name,barnaba,clarna,dssr,fred,maxit,metbp,mc,rnapolis,rnaview
4WTJ_1_T-P,2,2,2,2,2,2,2,2,2
4WTK_1_T-P,2,1,2,2,2,2,2,2,2
4WTL_1_T-P,2,1,2,2,2,2,2,2,2
4WTM_1_T-P,2,1,2,2,2,2,2,2,2
4WZM_1_B-C,9,6,6,5,4,5,5,5,4
4WZQ_1_B-C,7,6,6,6,6,5,5,6,7
4X2B_1_B-C,6,4,6,3,3,4,3,3,4
4X4N_1_D,13,10,13,10,10,10,11,12,12
4X4U_1_G,11,7,9,6,6,7,8,9,9
4X4V_1_B,12,12,12,12,12,11,11,13,10
4X62_1_b-a,5,2,4,2,3,3,2,4,3
4XNR_1_X,44,33,36,34,27,33,32,35,31
4XW0_1_A-B,5,5,5,3,4,5,5,5,5
4XWF_1_A,27,23,23,21,21,23,21,25,23
4Y1M_1_B,50,47,49,44,41,43,44,48,44
4YAZ_1_R,48,36,41,36,27,32,33,34,35
4YCO_1_D,35,31,34,31,24,31,29,39,26
4YCP_1_B,32,28,31,27,21,27,27,33,24
4YYE_1_C,35,32,34,32,26,31,30,35,28
4Z0C_1_C,1,1,0,1,0,1,1,2,1
4Z31_1_C-D,13,13,13,11,12,12,13,13,13
4Z31_1_E,6,6,6,5,5,6,6,6,6
4Z4D_1_B-D,8,9,8,7,8,7,8,8,8
4Z7K_1_C,4,1,2,1,1,2,2,4,2
4ZLD_1_B,6,6,6,6,6,6,6,6,6
4ZNP_1_A,36,27,29,24,24,27,22,31,27
4ZT0_1_D,23,18,21,17,17,17,18,18,18
5AH5_1_D,36,34,36,32,25,30,32,37,29
5AMQ_1_C,2,2,2,2,2,2,1,2,2
5AMR_1_B-C,8,8,8,8,8,8,8,8,8
5AOR_1_C,0,0,0,0,0,0,0,1,0
5AOX_1_C,41,35,38,35,32,35,35,39,34
5AXM_1_P,33,30,31,29,24,28,29,37,27
5AY2_1_A-B,10,8,8,8,8,8,8,8,8
5B2P_1_B,32,26,29,28,25,27,26,30,26
5B2T_1_A,23,18,21,17,17,18,18,21,16
5B63_1_D,30,21,25,19,17,25,22,27,20
5BJO_1_E,20,16,18,16,11,16,17,18,16
5BKL_1_UU-ll,4,3,4,3,3,2,3,0,4
5BKL_1_WW-V,5,2,2,2,2,2,2,2,2
5BKL_1_Y-n,6,4,6,3,5,4,3,0,5
5BKL_1_bb-qq,7,5,5,3,4,4,4,0,4
5BKL_1_e-P,6,3,3,1,3,3,2,0,3
5BKL_1_h-S,6,5,5,4,3,3,3,0,5
5BKL_1_i-T,3,2,3,2,2,2,2,0,2
5BKL_1_kk-TT,2,2,2,2,2,2,2,0,1
5BKL_1_m-X,7,6,6,5,7,6,5,0,5
5BKN_1_T-i,3,2,3,2,2,2,3,0,2
5BKN_1_TT-kk,4,0,3,1,0,0,3,0,0
5BKN_1_UU-ll,4,3,3,3,4,3,3,0,3
5BKN_1_V-WW,7,2,3,1,2,2,1,1,0
5BKN_1_X-m,6,6,6,5,6,5,6,0,6
5BKN_1_Y-n,6,6,6,5,5,4,3,0,6
5BKN_1_bb-qq,8,3,3,1,2,2,2,0,2
5BKN_1_e,1,0,0,0,0,0,0,0,0
5BTM_1_A,20,18,19,18,15,15,17,16,17
5BTP_1_B,30,22,24,23,20,23,23,26,22
5BZ1_1_B,1,0,0,1,0,0,0,0,0
5C0Y_1_C,1,0,0,1,0,0,0,0,0
5C0Y_1_D,2,0,0,1,0,0,0,0,0
5C45_1_X-Y,51,49,49,45,42,49,41,55,45
5C9H_1_C-D,9,6,8,5,6,6,8,8,6
5C9H_1_G-E,7,6,7,6,6,6,6,7,6
5CCB_1_N,37,29,34,28,24,29,32,32,29
5CNR_1_A-B,7,7,7,7,7,7,7,8,7
5D0A_1_F,6,5,6,6,5,6,6,6,6
5D0B_1_F,8,7,8,8,6,8,8,8,6
5D5L_1_A,35,30,31,29,25,30,30,31,30
5D8H_1_A,42,28,35,28,24,30,30,37,27
5D8T_1_A-B,4,4,4,4,4,4,4,4,4
5DDP_1_A,27,25,26,25,21,23,24,25,21
5DE8_1_A,21,20,19,19,8,19,20,20,17
5DEA_1_C,21,20,19,19,8,19,21,20,17
5DH6_1_A,13,10,11,9,8,11,9,12,8
5DHB_1_A-B,2,2,2,2,2,2,2,2,2
5DHC_1_C-D,8,8,8,8,8,8,8,8,8
5E3H_1_B-C,12,11,11,11,11,11,12,11,11
5E6M_1_C,35,31,35,29,26,28,31,36,30
5E81_1_1K,40,17,27,12,9,15,13,25,17
5E81_1_2K,29,24,26,22,22,24,24,26,23
5E81_1_3L,41,20,28,13,15,16,16,21,24
5ED1_1_C-B,23,22,22,22,20,21,22,22,21
5ED2_1_F-E,22,23,22,21,20,21,21,22,22
5EIM_1_C,0,0,0,0,0,0,0,1,0
5EL4_1_3L,37,20,29,14,13,17,21,27,25
5EV3_1_B,0,0,0,0,0,0,0,1,0
5EV4_1_B,0,0,0,0,0,0,0,1,0
5EW4_1_B-A,19,17,18,13,12,13,18,17,17
5F5F_1_B,9,8,7,8,7,8,7,8,7
5F5F_1_F,8,7,6,7,6,7,6,7,6
5F5H_1_C,9,8,8,8,7,8,7,8,8
5F5H_1_D,10,8,8,8,6,8,8,8,8
5F8J_1_B-C,11,11,11,11,11,11,11,11,11
5F8N_1_B-C,8,8,8,8,8,8,8,8,8
5F9F_1_F,11,10,11,10,10,10,10,11,11
5FJ4_1_H,13,12,11,11,11,12,12,13,11
5FJC_1_A,48,41,42,41,33,38,35,42,41
5FQ5_1_A,22,17,21,16,17,17,18,17,17
5G4T_1_A-B,10,9,9,6,8,9,9,9,9
5G4U_1_I-J,20,18,17,14,16,18,16,19,18
5H1K_1_C-D,3,2,2,2,2,2,2,2,2
5H9F_1_L,15,5,7,3,3,4,5,10,5
5HNJ_1_A-B,6,6,6,6,6,6,6,6,6
5HO4_1_B,2,0,0,1,0,0,0,1,0
5HR6_1_C,39,29,32,29,23,27,28,31,26
5HR7_1_D,38,29,32,29,23,28,28,31,26
5IBB_1_1L,33,17,28,12,12,12,15,17,19
5ID6_1_G,10,7,9,7,7,8,10,12,8
5J7L_1_AA,907,675,758,636,521,647,630,744,637
5J7L_1_DA,1692,1280,1403,1265,1025,1263,1230,1437,1198
5J7L_1_DB,72,51,60,48,40,50,48,55,49
5JAJ_1_X-Y,10,10,10,10,10,10,10,8,10
5JBG_1_X,9,9,9,9,9,9,9,9,9
5JC7_1_X-Y,23,23,23,23,23,23,23,23,23
5JCF_1_Y-X,10,10,10,10,10,10,10,10,10
5JCH_1_U-V,10,10,10,10,10,10,10,10,10
5JXS_1_B-C,7,6,6,6,5,6,4,6,6
5K78_1_x,1,1,0,1,0,1,1,1,1
5K7D_1_A,27,18,19,18,12,17,14,20,17
5KPY_1_A,38,32,34,30,27,31,30,34,26
5KVJ_1_A-B,16,16,16,14,16,16,16,16,16
5L00_1_A-B,8,8,8,8,8,8,8,8,8
5L2L_1_D,1,1,0,1,0,1,1,1,1
5L4O_1_A,29,25,29,24,23,24,23,30,23
5LQO_1_A-B,8,8,8,8,8,8,8,8,8
5LQT_1_A-B,7,6,6,6,6,6,6,6,6
5LR3_1_A-B,8,8,7,7,6,6,8,5,8
5LR4_1_A-B,6,6,5,6,4,4,6,4,5
5LR5_1_C-D,6,6,6,6,6,6,6,6,6
5LYS_1_B,33,27,27,26,21,25,27,26,25
5LZS_1_3,37,25,30,21,21,26,23,32,24
5M0H_1_A,21,18,19,15,13,14,15,16,18
5M0I_1_E,8,8,8,7,7,7,8,8,8
5M0I_1_F,8,8,8,6,7,7,8,8,8
5M0J_1_E,8,8,8,6,6,6,7,7,8
5M0J_1_F,8,8,8,6,6,6,7,7,8
5M3H_1_V-R,11,7,9,7,7,7,7,8,8
5MGA_1_B,9,7,9,7,7,7,8,9,7
5MSF_1_R,6,6,6,6,6,6,6,6,6
5N94_1_D,0,0,0,0,0,0,1,0,0
5NDH_1_A,6,5,5,5,5,5,5,6,5
5NDI_1_B,7,7,7,7,7,7,7,7,7
5NFV_1_B,10,7,9,7,7,7,9,10,7
5NS3_1_C,18,17,16,14,10,14,12,13,13
5NWQ_1_A,29,23,24,19,12,18,19,22,19
5O7H_1_A,9,6,7,5,6,8,8,8,7
5SWD_1_B,38,33,33,33,27,31,32,32,29
5T16_1_H,13,13,13,13,13,13,13,13,13
5T2A_1_B,520,369,420,342,283,346,332,416,333
5T3K_1_A-B,14,14,14,14,13,14,14,15,14
5T5A_1_A,29,25,27,24,21,24,25,30,24
5T5H_1_A-C,702,498,575,488,410,512,477,600,494
5T5H_1_B,444,314,369,283,247,306,289,373,300
5T5H_1_D,67,48,60,42,37,51,40,52,52
5T5H_1_E,69,46,60,40,42,46,50,55,52
5T5H_1_G,58,48,52,46,38,42,46,51,45
5T5H_1_H,45,35,41,36,28,34,34,45,33
5T83_1_A,55,37,43,35,28,35,37,42,36
5TBW_1_1-4,1813,1336,1507,1285,1085,1318,1292,1534,1262
5TBW_1_AS,64,56,61,51,42,53,49,53,52
5TPY_1_A,31,31,31,29,27,29,29,32,30
5TSN_1_P-T,6,6,6,6,6,6,6,6,6
5U0Q_1_C-D,6,5,6,5,5,5,6,5,5
5U30_1_B,34,30,31,25,27,28,28,31,28
5U3G_1_B,47,34,41,33,30,34,38,38,33
5UD5_1_C,35,31,30,30,26,28,31,33,28
5UDZ_1_W,7,6,7,6,6,7,7,9,6
5UED_1_A-B,10,10,10,10,10,10,10,10,10
5UNE_1_A-B,45,44,43,35,33,39,41,39,43
5UZ6_1_A,7,7,7,6,6,6,6,7,7
5V1K_1_A-B,8,8,8,8,8,8,8,8,8
5V3F_1_A,18,18,18,18,11,18,18,19,13
5V7C_1_C,0,0,0,0,0,0,0,1,0
5VCI_1_A-B,18,15,16,15,13,14,15,14,15
5VJ9_1_C,7,6,6,6,6,6,6,6,6
5VW1_1_C,24,18,21,17,17,18,18,19,18
5VYC_1_i2,1041,497,682,399,338,450,412,629,497
5W0O_1_C-D,14,14,14,14,14,14,14,14,14
5W1H_1_B,9,5,6,0,5,8,5,8,5
5WLH_1_B,9,5,5,0,5,7,6,7,5
5WT1_1_C,33,28,30,28,23,27,28,32,25
5WTI_1_B,50,37,41,34,32,35,35,38,34
5WTK_1_B,6,5,5,5,5,5,5,7,4
5WWE_1_B,3,0,2,0,0,0,0,1,0
5WWF_1_B,2,0,0,0,0,0,0,2,0
5X2G_1_B,40,33,34,32,28,32,30,37,34
5X6B_1_P,38,24,28,19,20,23,20,27,24
5XH7_1_B,9,7,9,7,7,7,10,8,8
5XJ2_1_G,5,4,5,4,3,4,4,4,4
5XTM_1_B,22,19,20,16,13,15,18,16,18
5XTM_1_D,22,19,18,18,14,16,16,17,17
5XUZ_1_B,10,7,9,7,7,8,10,12,8
5Y58_1_X,13,11,11,11,11,11,11,12,10
5Y6Z_1_B-C,11,11,11,11,10,10,11,11,11
5Y85_1_D,18,12,15,12,11,11,12,14,11
5ZQ8_1_D,3,2,2,2,2,2,2,3,2
5ZTM_1_C,20,19,20,18,18,18,20,20,19
5ZUU_1_E-F,4,4,4,4,4,4,4,4,4
5ZW4_1_D,6,5,5,5,5,5,3,5,5
6AAX_1_B,12,12,12,12,12,12,12,12,11
6AAY_1_B,16,12,13,12,12,12,12,12,12
6AJK_1_B,13,12,13,12,12,12,12,12,12
6ASO_1_I,27,20,23,19,16,17,19,20,22
6AZ1_1_1,877,611,704,540,475,578,572,709,563
6AZ3_1_1-7,831,634,698,616,498,617,569,718,582
6AZ3_1_2,475,340,404,319,272,327,317,403,319
6AZ3_1_3,85,61,69,55,48,52,55,67,56
6AZ3_1_4,85,70,77,66,57,66,65,74,66
6AZ3_1_5,45,39,41,34,27,32,33,43,31
6AZ3_1_6,15,9,13,9,10,11,11,14,9
6AZ3_1_8,66,51,61,53,40,52,49,56,50
6AZ4_1_A,9,9,9,8,7,8,8,8,7
6B44_1_M,6,2,3,2,0,2,3,5,2
6BGB_1_A-B,14,14,14,14,14,14,14,14,14
6BHJ_1_E,17,0,15,12,12,13,12,13,14
6C63_1_A,21,21,21,21,12,21,21,22,17
6CB3_1_B,45,43,45,43,37,39,41,44,42
6CF2_1_G,15,13,15,12,12,13,13,14,13
6CFJ_1_1x,27,25,26,25,23,25,24,30,24
6CK5_1_A,63,47,51,45,38,44,46,51,42
6CU1_1_A,38,36,38,37,31,35,35,41,33
6D12_1_C,14,14,14,12,12,13,13,14,14
6D3P_1_A,15,13,13,13,13,13,13,13,11
6DB9_1_R,30,24,26,24,20,24,24,28,21
6DCC_1_B,10,10,10,10,9,9,9,10,9
6DCL_1_C,2,0,0,0,0,0,0,0,0
6DLR_1_A,59,48,52,48,37,44,49,53,45
6DME_1_A,60,42,51,42,36,43,41,45,42
6DN2_1_Y-X,57,48,50,44,38,45,38,52,45
6DTD_1_C,18,15,16,14,11,14,15,15,14
6DU4_1_B,9,9,10,8,8,8,8,9,8
6DVK_1_H,48,40,42,37,33,36,37,41,38
6E1S_1_A,19,14,17,15,0,16,13,16,13
6E8S_1_A,26,21,23,18,15,20,23,22,15
6E8T_1_A,21,18,22,17,14,18,20,20,12
6E8T_1_D,21,16,18,16,11,16,19,18,11
6E8U_1_B,22,17,21,18,13,19,22,18,17
6ERI_1_AA,1554,1111,1275,1052,877,1086,984,1238,1024
6ERI_1_AB,42,35,38,31,27,31,31,36,31
6ERI_1_Ax,65,47,57,42,37,45,45,48,43
6ERI_1_BA,876,616,722,560,490,610,551,693,572
6F4G_1_C,6,6,6,6,6,6,6,6,6
6F4H_1_B,6,6,6,6,6,6,6,6,6
6F4H_1_D,6,6,7,5,5,5,5,5,5
6FF4_1_6,23,16,19,15,15,17,16,19,17
6FQ3_1_B,5,5,5,5,5,5,5,5,4
6FQL_1_B,5,5,5,5,5,5,5,6,4
6FZ0_1_A,27,20,22,20,13,19,20,22,18
6G3B_1_C,0,0,0,0,0,2,0,0,0
6GSK_1_1K,44,13,23,9,8,11,11,18,14
6GSK_1_3L,44,19,26,13,16,19,16,20,20
6GSL_1_1L,35,23,31,15,15,17,15,24,21
6GVY_1_C-B,6,5,5,4,5,5,4,5,5
6GYV_1_A,104,82,89,76,68,83,79,94,79
6H0R_1_A,13,13,13,13,13,13,13,13,13
6H4N_1_I,0,0,0,0,0,0,0,1,0
6H9H_1_D,8,7,8,7,6,6,8,8,8
6H9H_1_E,7,7,7,7,6,6,7,8,7
6HAU_1_D,0,0,0,0,0,0,0,1,0
6HC5_1_A,6,6,6,6,6,6,6,6,6
6HTU_1_D-F,19,19,19,19,19,19,19,19,19
6HU6_1_B-F,9,9,9,9,9,9,9,9,9
6IA2_1_A-B,19,20,19,18,15,18,19,17,18
6ID1_1_H-F,79,55,63,48,42,53,48,62,56
6IV9_1_B,10,9,9,0,9,9,9,10,9
6JDV_1_B,61,52,53,50,47,49,50,51,52
6JJH_1_B,4,4,4,4,4,4,4,4,3
6JOO_1_B,32,29,29,24,25,26,26,28,27
6JQ5_1_B-A,94,72,83,73,61,75,72,85,70
6JQ6_1_U,32,25,29,26,23,27,26,32,24
6KWQ_1_B,7,7,7,6,6,6,6,6,7
6KWR_1_B,7,6,7,6,6,7,6,7,6
6KYV_1_G,10,10,10,10,9,9,10,10,10
6L1W_1_C,1,1,0,1,0,0,1,1,1
6LAX_1_A,22,17,23,17,17,20,19,21,16
6LSE_1_C-B,7,7,7,7,7,7,7,0,7
6LSF_1_C-B,12,5,9,2,6,2,4,0,7
6LSG_1_B-C,8,8,8,8,8,8,8,8,8
6LSH_1_B-C,9,9,9,8,9,9,9,9,9
6LT7_1_C,14,14,14,14,14,14,14,15,13
6LTU_1_B,6,6,6,6,6,6,6,7,5
6M0X_1_B,22,19,21,15,15,17,17,17,17
6M6S_1_C-D,10,10,10,10,10,10,10,10,10
6MFN_1_E-C,7,7,7,6,6,6,7,6,6
6MSF_1_R,5,5,5,5,5,5,5,5,5
6MSF_1_S,3,3,3,3,3,3,3,3,3
6MWN_1_B,40,37,38,38,36,39,38,40,36
6N2V_1_A,48,42,45,39,37,38,39,44,42
6N4O_1_C-D,12,11,11,11,11,11,11,11,11
6N5P_1_A,57,50,55,48,42,48,47,54,45
6O16_1_C,3,0,0,0,0,0,0,1,0
6O5F_1_D-C,24,18,23,12,12,15,17,20,19
6O7H_1_G-H,22,14,21,11,12,14,13,18,16
6OF1_1_1w,33,22,25,21,22,23,24,27,23
6OL3_1_C,54,49,52,47,46,48,47,51,49
6OZO_1_C-D,12,10,12,12,12,12,12,10,12
6OZP_1_C-D,12,12,12,12,12,12,12,12,12
6OZR_1_C-D,12,10,12,12,12,12,12,12,12
6P2H_1_A,37,33,34,30,25,31,28,31,30
6P7M_1_B,9,7,9,7,7,7,8,10,7
6PIJ_1_1,7,6,6,6,6,6,6,6,6
6PMO_1_A,26,21,25,21,20,24,24,24,23
6PMO_1_B,32,30,32,30,26,29,30,34,25
6PRV_1_A,30,23,25,25,17,22,21,30,20
6PZQ_1_J-I,6,5,5,5,4,5,5,5,4
6Q8V_1_A,9,8,8,7,6,8,8,8,7
6QDV_1_2-6,65,56,58,53,50,54,51,55,56
6QIC_1_F,2,1,0,1,0,0,0,0,0
6QIT_1_A-B,4,4,4,4,4,4,4,4,4
6QN3_1_A-B,50,44,42,44,36,40,44,47,35
6QW6_1_4,38,32,32,33,30,32,30,33,30
6QW6_1_5,45,37,39,34,35,36,38,39,33
6R5Q_1_3,33,28,30,24,23,27,25,32,25
6R6P_1_2,41,16,24,16,13,13,16,23,16
6RA4_1_L-M,6,7,6,5,5,4,6,5,4
6RFL_1_U,34,27,29,24,21,25,26,30,25
6RIE_1_P,0,0,0,0,0,0,0,1,0
6RJA_1_D,30,24,23,20,19,20,20,22,19
6RR7_1_D-E,8,8,8,8,6,7,7,8,7
6RTI_1_X,0,0,0,0,0,0,0,1,0
6S0X_1_a,1015,512,743,404,449,519,514,656,578
6S8B_1_V-U,38,36,37,32,32,33,32,40,34
6SKG_1_BB,78,50,62,49,41,48,48,48,42
6SQN_1_Y,4,4,4,4,4,4,4,4,4
6SVS_1_A,37,35,36,34,24,35,34,35,35
6SX2_1_C-D,19,20,19,18,18,18,18,18,18
6SY4_1_C,18,16,16,17,14,15,15,17,15
6SY6_1_D,18,14,14,13,9,13,13,13,13
6SZU_1_V-M,14,13,14,13,12,13,13,15,13
6SZV_1_R-M,12,10,10,8,9,8,10,9,10
6T4Q_1_6,31,29,31,27,25,26,28,32,25
6T4Q_1_7,40,28,32,24,23,26,26,29,26
6TB3_1_n,28,26,27,24,23,24,24,28,24
6TFF_1_A,23,23,23,22,21,21,22,23,23
6TH6_1_BA,1625,1208,1369,1198,987,1197,1150,1362,1119
6TPQ_1_V,69,50,60,48,41,48,48,52,44
6TQA_1_G,8,8,8,8,8,8,8,8,8
6TQB_1_B,8,7,8,7,8,7,8,3,8
6TW1_1_V-M,14,14,14,14,12,13,13,15,13
6TY9_1_T-N,18,15,14,9,12,12,8,10,15
6U8D_1_A,36,32,34,30,28,32,28,35,32
6UFG_1_A,85,66,71,58,53,63,59,69,66
6UFG_1_B,32,30,31,30,26,29,27,36,27
6UFJ_1_C,27,19,21,17,12,17,16,18,19
6UFM_1_A,33,29,32,29,26,28,28,33,26
6UFM_1_B,51,43,43,39,32,40,39,44,41
6UGG_1_B,34,30,32,31,26,29,30,36,26
6UGI_1_A,14,13,13,13,13,13,13,14,12
6V9B_1_B-D,32,31,30,30,5,30,30,30,21
6VEM_1_A-B,6,6,6,6,6,6,6,6,6
6VQV_1_L,1,0,0,0,0,0,0,0,1
6VRB_1_B,8,5,5,5,5,5,5,6,5
6W5C_1_B,9,6,7,6,6,6,6,7,5
6WBR_1_B,28,25,25,23,21,23,23,25,22
6WOO_1_3,36,29,32,26,25,28,28,34,26
6X5M_1_r,10,10,10,10,9,10,10,12,9
6XA1_1_Bv,28,20,23,18,17,18,16,22,19
6XH2_1_D,11,11,11,11,10,11,11,11,10
6XJQ_1_A,35,29,32,26,20,28,26,34,26
6XLW_1_B,0,0,0,0,0,0,0,1,0
6XN3_1_R-T,25,21,23,19,18,19,20,24,18
6XN5_1_R,4,0,0,0,0,0,0,1,0
6XRQ_1_A,4,4,4,4,4,4,4,5,3
6XRQ_1_B,4,4,4,4,4,4,4,4,3
6XU8_1_A5-A8,2064,1219,1558,1076,955,1161,1176,1467,1223
6XU8_1_A7,71,42,53,41,35,43,43,46,43
6XU8_1_B2,1085,537,774,439,422,524,504,657,566
6YAL_1_1,38,24,27,18,23,22,25,28,23
6YDP_1_AA,495,343,395,324,283,337,329,403,337
6YDP_1_AV,43,29,34,23,21,25,23,28,26
6YDP_1_BA,788,545,630,513,423,540,519,638,506
6YDP_1_BB,33,24,28,21,20,23,24,26,25
6YHS_1_8-6,4,3,3,3,3,3,3,3,3
6YL5_1_I,10,8,8,7,7,7,7,8,8
6YMC_1_A,12,12,12,11,11,11,11,11,12
6YML_1_A,10,8,8,7,7,7,7,8,8
6YRQ_1_E,0,0,0,0,0,0,0,1,0
 4V9F_1_0  ,41,10,20,7,5,8,10,16,18
6YW5_1_aa,774,578,660,555,458,581,560,672,545
6YWE_1_bb,39,23,32,18,17,23,22,31,25
6YWS_1_A,1511,1123,1267,1086,891,1094,1046,1277,1045
6YYM_1_B,2,1,0,1,0,1,1,3,0
6YYT_1_P-Q-U-T,24,24,24,24,24,24,24,24,24
6ZDP_1_B,32,22,26,20,20,23,21,22,26
6ZDU_1_C,22,19,21,10,11,14,13,19,16
6ZM6_1_w,40,26,32,20,19,23,21,25,26
6ZM6_1_x,37,28,31,23,19,25,23,29,26
6ZMI_1_CC,41,29,34,25,26,28,28,32,31
6ZU5_1_L50,1385,1045,1168,1023,826,1037,1002,1200,988
6ZU5_1_L70,67,57,58,52,40,49,49,54,50
6ZU5_1_S60,778,568,633,526,460,553,537,649,534
7A0S_1_X,1600,1113,1288,1040,868,1070,1016,1269,1054
7A0S_1_Y,74,43,51,33,30,37,36,44,39
7A9N_1_K-L,8,8,8,8,8,8,8,8,8
7A9W_1_B,3,1,0,1,0,1,0,1,1
7A9X_1_B,1,0,0,0,0,0,1,0,0
7AAP_1_T-P,9,9,9,8,9,9,9,9,9
7AOH_1_P,0,0,0,0,0,0,0,1,0
7AQC_1_T,36,28,31,27,24,26,27,32,27
7AS8_1_2,33,25,31,23,22,25,30,33,25
7B3D_1_T-P,10,11,10,9,10,9,9,10,10
7B5K_1_x,32,31,31,28,24,26,29,33,26
7B5K_1_z,30,25,32,23,22,22,24,31,24
7B9V_1_2-6,98,85,86,81,81,84,86,87,85
7BAH_1_C-D,13,12,12,11,11,12,11,12,12
7BKP_1_X-Z,14,14,14,14,14,14,14,14,14
7BV2_1_T-P,11,11,11,9,10,10,11,11,11
7C2K_1_F-G,14,15,14,0,13,13,14,15,14
7C45_1_D,0,0,0,0,0,0,0,1,0
7C79_1_A,159,87,115,85,64,77,60,94,70
7C7L_1_C,47,38,40,38,34,38,37,40,38
7CPU_1_L5-L8,1938,1422,1620,1393,1176,1414,1401,1645,1360
7CPU_1_L7,70,51,61,51,42,53,49,55,51
7CPU_1_S2,895,591,718,553,479,578,578,699,561
7CPU_1_S6,42,21,32,15,15,17,20,26,23
7CXM_1_J-I,25,24,24,20,19,22,21,23,22
7CYQ_1_J-I,25,22,24,20,21,22,21,23,22
7D3J_1_B,7,6,7,6,6,7,6,8,6
7D7V_1_A,21,21,22,21,20,20,20,21,21
7D7W_1_A,22,22,22,21,21,21,22,21,22
7D81_1_A,24,19,22,17,16,17,19,18,19
7D8O_1_B,16,10,11,10,8,11,9,8,9
7DCO_1_B,76,54,67,48,49,53,47,59,55
7DCO_1_H-F,108,73,84,59,62,65,62,81,72
7DFG_1_T-P,12,12,12,11,11,11,11,12,12
7DFH_1_T-P,9,7,8,7,6,6,8,8,8
7DIC_1_C,1,0,0,0,0,0,0,0,0
7DOI_1_T-P,12,12,12,12,11,11,11,12,12
7DOK_1_T-P,20,20,20,20,20,20,20,20,20
7DTE_1_F-G,31,30,29,26,28,27,28,28,28
7DVQ_1_F-H,34,31,31,27,24,29,31,34,28
7E8O_1_X,36,29,31,25,24,29,25,32,24
7EAG_1_C-D-E-F-A-B,46,42,42,38,40,44,42,49,42
7ECK_1_I-J,10,7,9,8,7,7,7,8,7
7ECN_1_A-B,12,10,10,10,10,10,10,10,10
7ECO_1_E-F,12,10,10,10,10,10,10,10,10
7ECP_1_A-B,14,12,12,12,10,10,12,10,10
7ED5_1_J-I,22,21,20,17,15,15,20,20,22
7EDT_1_A-B,16,14,14,14,14,14,13,14,14
7EL1_1_B,21,19,20,17,16,18,18,20,18
7ELQ_1_A,24,20,22,18,15,17,19,20,17
7ENI_1_B,23,19,20,17,16,18,15,19,18
7EOG_1_A,29,22,24,21,17,19,21,25,21
7EU9_1_B,8,6,7,6,6,7,6,8,6
7EVO_1_H,56,44,48,42,34,39,40,45,41
7JIL_1_1,1561,1157,1301,1122,923,1132,1070,1296,1062
7JIL_1_2,856,586,686,542,462,546,535,638,544
7JIL_1_3,66,46,53,42,36,47,41,49,43
7JJU_1_A-B,47,41,44,40,36,42,42,43,35
7JNH_1_B,36,30,31,29,29,29,30,30,30
7JRR_1_A,18,17,17,16,16,17,16,16,16
7K16_1_P,25,22,24,19,16,17,20,23,19
7K98_1_C,36,30,34,30,27,31,31,37,27
7KFN_1_B-C,22,23,22,21,21,21,22,22,21
7KGA_1_A,35,32,31,29,28,30,28,32,32
7KGA_1_B,35,30,32,30,29,30,31,33,30
7KGB_1_B,70,47,54,47,34,44,43,50,42
7KGB_1_a,855,648,728,614,515,633,612,723,588
7KI3_1_C,6,6,6,6,6,6,6,6,6
7KJV_1_C-D,22,21,21,21,21,21,21,21,21
7KKV_1_B,29,25,27,25,21,23,23,24,25
7KUN_1_A-B,8,8,8,8,8,8,8,8,8
7KVU_1_G,54,42,48,42,32,40,37,44,32
7L0Z_1_G,37,34,34,33,24,32,33,37,26
7LJ3_1_A,49,26,36,21,20,26,24,31,28
7LNE_1_A-B,8,8,8,8,8,8,8,8,8
7LO9_1_A-B,10,9,10,8,8,8,8,9,8
7LYS_1_B,7,7,6,7,6,7,6,7,6
7M2V_1_S-h,9,9,9,9,9,7,9,0,0
7M2V_1_T-k,9,9,9,9,9,5,9,0,9
7M2V_1_V-ww,9,9,9,9,9,5,8,0,9
7M2V_1_X-m,9,9,9,9,9,6,9,0,9
7M2V_1_Y-n,9,9,9,9,9,6,9,0,9
7M2V_1_yy-zz,9,9,9,9,9,5,9,0,9
7M50_1_WW-V,4,2,2,2,2,3,2,1,2
7M50_1_X-m,7,6,7,7,7,6,6,0,6
7M50_1_bb-qq,6,3,3,2,3,3,2,0,3
7M50_1_e-P,8,3,3,1,2,3,1,0,3
7M50_1_h-S,5,2,4,2,3,3,3,0,5
7M50_1_i-T,3,2,3,2,2,3,2,0,2
7M50_1_n-Y,6,6,6,5,5,5,5,0,6
7MJV_1_E,7,2,3,2,1,2,3,2,3
7MJW_1_G,4,4,4,4,4,4,4,4,4
7MKT_1_A,18,16,16,16,5,13,16,15,4
7MKY_1_A,34,29,31,28,26,29,30,25,29
7MLW_1_F,78,49,62,50,43,51,51,56,52
7MLX_1_R,33,28,31,28,24,28,29,29,27
7MQA_1_L0,3,2,2,1,0,2,1,2,1
7MQA_1_L2,63,54,55,48,48,51,52,51,53
7MSF_1_R,5,5,5,5,5,5,4,5,5
7N0D_1_I-L-J,17,17,17,16,17,17,16,17,17
7N2V_1_Dt,28,24,28,22,23,24,24,27,22
7N2V_1_Pt,36,24,31,23,20,24,25,33,22
7NHN_1_a,900,667,740,609,530,648,619,734,624
7NQ4_1_C,6,6,6,6,6,6,6,6,6
7O7Y_1_AT,20,19,21,20,17,19,19,24,18
