name,barnaba,clarna,dssr,fred,maxit,metbp,mc,rnapolis,rnaview
5G4U_1_I-J,10,8,7,4,6,8,6,9,8
5H1K_1_C-D,1,0,0,0,0,0,0,0,0
5H9F_1_L,10,1,2,1,1,0,4,5,1
5HO4_1_B,2,0,0,1,0,0,0,1,0
5HR6_1_C,19,9,11,9,3,7,8,11,7
5HR7_1_D,18,9,11,9,3,8,9,11,8
5IBB_1_1L,19,3,14,1,1,1,7,3,9
5ID6_1_G,5,2,4,2,2,3,5,7,3
5J7L_1_AA,461,238,320,210,95,217,224,307,212
5J7L_1_DA,861,456,579,454,210,443,430,611,403
5J7L_1_DB,36,15,24,12,4,14,12,19,14
5JXS_1_B-C,1,0,0,0,0,0,0,0,0
5K78_1_x,1,1,0,1,0,1,1,1,1
5K7D_1_A,15,7,7,6,1,5,4,8,5
5KPY_1_A,18,12,14,10,7,11,10,14,6
5KVJ_1_A-B,0,0,0,0,0,0,2,0,0
5L2L_1_D,1,1,0,1,0,1,1,1,1
5L4O_1_A,8,4,8,3,2,3,3,9,3
5LQO_1_A-B,2,2,2,2,2,2,2,2,2
5LQT_1_A-B,1,0,0,0,0,0,0,0,0
5LR3_1_A-B,4,4,3,3,2,2,4,1,4
5LR4_1_A-B,2,2,1,2,0,0,2,0,1
5LYS_1_B,12,6,6,5,0,4,7,8,4
5LZS_1_3,14,5,9,2,2,5,6,11,5
5M0H_1_A,7,4,4,3,2,3,6,2,6
5M0I_1_E,2,2,2,1,1,1,2,2,2
5M0I_1_F,2,2,2,0,1,1,2,2,2
5M0J_1_E,2,2,2,0,0,0,1,1,2
5M0J_1_F,2,2,2,0,0,0,1,1,2
5M3H_1_V-R,4,0,2,0,0,0,0,1,1
5MGA_1_B,4,2,4,2,2,2,3,4,2
5MSF_1_R,1,1,1,1,1,1,1,1,1
5N94_1_D,0,0,0,0,0,0,1,0,0
5NDH_1_A,1,0,0,0,0,0,0,1,0
5NFV_1_B,5,2,4,2,2,2,4,5,2
5NS3_1_C,8,7,6,4,0,4,2,3,4
5NWQ_1_A,16,12,13,8,1,7,8,11,8
5O7H_1_A,4,1,2,0,1,3,3,3,2
5SWD_1_B,15,10,10,10,4,8,9,9,6
5T2A_1_B,267,108,156,90,41,94,122,150,87
5T3K_1_A-B,1,1,1,1,0,1,1,2,1
5T5A_1_A,7,5,6,3,1,3,4,8,3
5T5H_1_A-C,344,153,223,153,86,169,153,250,156
5T5H_1_B,214,90,140,78,36,83,89,142,80
5T5H_1_D,33,14,27,12,7,18,14,18,18
5T5H_1_E,32,10,24,8,10,10,19,19,16
5T5H_1_G,21,12,16,11,3,7,14,15,9
5T5H_1_H,17,9,14,9,4,7,8,18,6
5T83_1_A,28,13,20,12,6,12,15,18,13
5TBW_1_1-4,880,426,593,394,193,417,423,619,379
5TBW_1_AS,25,17,24,14,5,16,12,16,16
5TPY_1_A,6,6,6,4,2,4,4,7,6
5U0Q_1_C-D,1,0,1,0,0,0,1,0,0
5U30_1_B,8,3,3,1,2,2,4,4,3
5U3G_1_B,24,10,17,9,6,10,14,13,9
5UD5_1_C,11,7,6,6,2,4,7,9,5
5UDZ_1_W,1,0,1,0,0,1,1,3,0
5UNE_1_A-B,12,10,11,2,1,6,10,5,11
5UZ6_1_A,1,1,1,0,0,0,0,1,1
5V1K_1_A-B,2,2,2,2,2,2,2,2,2
5V3F_1_A,14,14,14,14,7,14,14,15,9
5V7C_1_C,0,0,0,0,0,0,0,1,0
5VCI_1_A-B,7,4,5,4,2,3,4,3,4
5VJ9_1_C,1,0,0,0,0,0,0,0,0
5VW1_1_C,7,1,4,0,0,1,1,2,2
5VYC_1_i2,698,173,343,119,74,153,207,296,220
5W1H_1_B,4,0,1,0,0,3,0,3,1
5WLH_1_B,4,0,0,0,0,2,1,2,0
5WT1_1_C,13,8,10,8,3,7,8,12,5
5WTI_1_B,20,7,11,4,2,5,7,8,4
5WTK_1_B,1,0,0,0,0,0,0,2,0
5WWE_1_B,3,0,2,0,0,0,0,1,0
5WWF_1_B,2,0,0,0,0,0,0,2,0
5X2G_1_B,15,9,10,8,4,8,6,13,10
5X6B_1_P,15,5,8,2,2,5,5,6,6
5XH7_1_B,4,2,4,2,2,2,5,3,3
5XJ2_1_G,0,0,1,0,0,0,2,0,0
5XTM_1_B,12,9,10,6,3,5,8,6,8
5XTM_1_D,11,8,7,7,3,5,6,6,6
5XUZ_1_B,5,2,4,2,2,3,5,7,3
5Y58_1_X,3,1,1,1,1,1,1,2,0
5Y6Z_1_B-C,0,0,0,0,0,0,1,0,0
5Y85_1_D,8,2,5,2,1,1,2,4,1
5ZQ8_1_D,1,0,0,0,0,0,0,1,0
5ZTM_1_C,3,2,3,1,1,1,3,2,2
5ZW4_1_D,1,0,0,0,0,0,0,0,0
6AAX_1_B,1,0,0,0,0,0,1,0,0
6AAY_1_B,4,2,3,2,2,2,2,2,2
6AJK_1_B,1,0,1,0,0,0,0,0,0
6ASO_1_I,12,4,6,3,2,3,6,5,7
6AZ1_1_1,476,213,311,169,96,192,226,305,174
6AZ3_1_1-7,407,206,266,195,90,198,189,289,174
6AZ3_1_2,236,102,162,93,42,94,110,159,83
6AZ3_1_3,44,15,23,9,4,8,12,21,13
6AZ3_1_4,38,22,29,19,12,20,21,26,21
6AZ3_1_5,21,14,16,10,4,8,14,18,8
6AZ3_1_6,4,0,3,1,0,2,3,5,2
6AZ3_1_8,31,15,25,17,4,16,16,19,15
6AZ4_1_A,3,3,3,2,1,2,2,2,1
6B44_1_M,4,0,1,0,0,0,3,3,2
6BHJ_1_E,17,0,1,12,0,13,2,0,1
6C63_1_A,15,15,15,15,6,15,15,16,11
6CB3_1_B,12,10,12,10,4,6,9,11,9
6CF2_1_G,4,2,3,2,1,2,2,2,2
6CFJ_1_1x,6,4,5,5,2,4,3,9,4
6CK5_1_A,28,12,16,11,4,10,13,17,8
6CU1_1_A,10,8,10,9,3,7,7,13,6
6D12_1_C,0,0,2,0,0,0,1,0,0
6D3P_1_A,6,4,4,4,4,4,4,4,2
6DB9_1_R,12,5,8,6,3,7,7,9,4
6DCC_1_B,1,1,1,1,0,0,0,1,0
6DCL_1_C,2,0,0,0,0,0,0,0,0
6DLR_1_A,26,16,20,16,5,12,18,20,13
6DME_1_A,28,11,20,11,5,12,10,14,11
6DN2_1_Y-X,23,15,18,13,7,14,11,19,14
6DTD_1_C,6,4,4,3,0,3,4,4,4
6DU4_1_B,3,2,3,2,2,2,2,2,1
6DVK_1_H,18,10,11,9,4,8,10,11,8
6E1S_1_A,12,8,10,8,0,9,6,9,7
6E8S_1_A,18,13,15,10,7,12,15,13,7
6E8T_1_A,14,11,15,10,7,11,14,12,5
6E8T_1_D,14,9,11,9,4,9,12,11,4
6E8U_1_B,15,10,14,11,6,12,15,12,10
6ERI_1_AA,826,383,544,345,163,360,310,508,314
6ERI_1_AB,18,11,14,8,3,7,8,12,7
6ERI_1_Ax,28,10,22,8,3,10,16,12,7
6ERI_1_BA,466,213,319,171,95,208,181,290,177
6F4H_1_D,1,1,2,0,0,0,1,0,0
6FF4_1_6,11,4,7,4,3,5,4,7,5
6FQL_1_B,0,0,0,0,0,0,0,1,0
6FZ0_1_A,16,9,11,9,2,8,10,11,7
6GSK_1_1K,31,4,14,2,1,2,8,7,6
6GSK_1_3L,23,3,8,0,0,2,5,3,4
6GSL_1_1L,16,4,10,0,0,1,6,4,5
6GVY_1_C-B,1,0,0,0,0,0,0,0,1
6GYV_1_A,44,21,28,16,8,23,20,35,20
6H4N_1_I,0,0,0,0,0,0,0,1,0
6H9H_1_D,2,1,2,1,0,0,2,2,2
6H9H_1_E,1,1,1,1,0,0,1,2,1
6HAU_1_D,0,0,0,0,0,0,0,1,0
6HU6_1_B-F,0,0,0,0,0,0,1,0,0
6IA2_1_A-B,5,6,5,4,1,4,5,4,4
6ID1_1_H-F,33,9,18,6,4,9,17,14,12
6IV9_1_B,1,0,0,0,0,0,0,1,0
6JDV_1_B,16,7,8,5,2,4,5,6,7
6JJH_1_B,4,4,4,4,4,4,4,4,3
6JOO_1_B,6,3,3,0,0,0,2,2,2
6JQ5_1_B-A,43,21,32,22,10,24,21,34,19
6JQ6_1_U,13,6,10,7,4,8,7,13,5
6KWQ_1_B,1,1,1,0,0,0,0,0,1
6KWR_1_B,2,0,1,0,0,1,1,1,0
6KYV_1_G,1,1,1,1,0,0,1,1,1
6L1W_1_C,1,1,0,1,0,0,1,1,1
6LAX_1_A,6,1,7,1,1,4,3,5,0
6LSF_1_C-B,6,2,3,1,0,1,3,0,4
6LT7_1_C,0,0,0,0,0,0,0,1,0
6LTU_1_B,0,0,0,0,0,0,0,1,0
6M0X_1_B,7,4,6,0,0,2,2,2,3
6MFN_1_E-C,1,1,1,0,0,0,1,0,0
6MWN_1_B,10,7,8,8,6,9,8,10,6
6N2V_1_A,16,10,13,8,5,6,9,12,10
6N4O_1_C-D,0,0,0,0,0,0,1,0,0
6N5P_1_A,23,14,19,13,7,13,12,18,11
6O16_1_C,3,0,0,0,0,0,0,1,0
6O5F_1_D-C,7,3,12,2,1,3,7,4,3
6O7H_1_G-H,6,0,5,0,0,0,4,2,7
6OF1_1_1w,13,3,5,3,2,3,7,7,3
6OL3_1_C,8,3,6,1,0,2,2,5,3
6OZO_1_C-D,2,1,2,2,2,2,2,0,2
6OZP_1_C-D,2,2,2,2,2,2,2,2,2
6OZR_1_C-D,2,1,2,2,2,2,2,2,2
6P2H_1_A,17,13,14,10,5,11,9,11,10
6P7M_1_B,4,2,4,2,2,2,3,5,2
6PIJ_1_1,2,1,1,1,1,1,1,1,1
6PMO_1_A,5,1,5,2,1,5,5,4,3
6PMO_1_B,10,8,10,8,4,7,8,12,4
6PRV_1_A,14,8,11,11,4,9,8,16,7
6PZQ_1_J-I,2,1,1,1,0,1,1,1,0
6Q8V_1_A,4,3,3,2,2,3,3,3,2
6QDV_1_2-6,20,9,11,8,5,8,9,10,11
6QIC_1_F,2,1,0,1,0,0,0,0,0
6QN3_1_A-B,17,10,8,10,2,6,10,13,4
6QW6_1_4,11,4,4,5,4,4,4,5,3
6QW6_1_5,11,3,5,2,1,2,4,5,1
6R5Q_1_3,11,6,9,3,2,5,7,10,4
6R6P_1_2,26,3,11,4,1,1,6,7,3
6RA4_1_L-M,2,3,2,1,1,0,2,1,0
6RFL_1_U,16,9,11,7,3,7,8,13,8
6RIE_1_P,0,0,0,0,0,0,0,1,0
6RJA_1_D,11,3,2,0,0,0,3,1,1
6RR7_1_D-E,2,2,2,2,0,1,1,2,1
6RTI_1_X,0,0,0,0,0,0,0,1,0
6S0X_1_a,605,153,386,88,85,154,184,287,233
6S8B_1_V-U,5,2,3,1,0,1,3,6,4
6SKG_1_BB,40,12,25,12,4,11,12,11,7
6SVS_1_A,13,11,12,10,1,11,10,11,11
6SX2_1_C-D,1,2,1,0,0,0,0,0,0
6SY4_1_C,12,9,9,10,7,8,9,10,9
6SY6_1_D,13,9,9,8,6,9,10,8,8
6SZU_1_V-M,2,1,2,1,0,1,1,3,1
6SZV_1_R-M,3,0,1,0,0,0,1,0,1
6T4Q_1_6,10,8,10,6,4,5,7,11,5
6T4Q_1_7,20,8,12,4,3,6,6,9,7
6TB3_1_n,7,5,6,3,2,3,3,7,3
6TFF_1_A,3,3,3,2,1,1,2,3,3
6TH6_1_BA,800,393,547,398,187,385,353,537,328
6TPQ_1_V,31,14,24,12,5,12,12,16,9
6TW1_1_V-M,2,2,2,2,0,1,1,3,1
6TY9_1_T-N,3,0,2,0,0,0,2,0,5
6U8D_1_A,9,5,7,3,1,5,1,8,6
6UFG_1_A,39,20,25,12,7,17,13,23,21
6UFG_1_B,10,8,9,8,4,7,5,14,6
6UFJ_1_C,15,7,9,5,0,5,4,6,7
6UFM_1_A,11,7,10,7,4,6,6,11,5
6UFM_1_B,22,14,14,10,3,11,10,15,12
6UGG_1_B,12,8,10,9,4,7,8,14,5
6UGI_1_A,2,1,1,1,1,1,1,2,0
6V9B_1_B-D,27,26,26,26,5,26,26,26,17
6VQV_1_L,1,0,0,0,0,0,0,0,1
6VRB_1_B,3,0,0,0,0,0,0,1,0
6W5C_1_B,3,0,1,0,0,0,0,1,0
6WBR_1_B,8,3,3,0,0,1,3,3,3
6WOO_1_3,15,8,11,5,4,7,7,13,5
6X5M_1_r,1,1,1,1,0,1,1,3,0
6XA1_1_Bv,10,2,6,2,2,2,4,5,2
6XH2_1_D,1,1,1,1,0,1,1,1,1
6XJQ_1_A,16,10,14,8,2,10,8,16,9
6XLW_1_B,0,0,0,0,0,0,0,1,0
6XN3_1_R-T,4,0,2,0,0,0,4,3,1
6XN5_1_R,4,0,0,0,0,0,0,1,0
6XRQ_1_A,4,4,4,4,4,4,4,5,3
6XRQ_1_B,4,4,4,4,4,4,4,4,3
6XU8_1_A5-A8,1200,378,721,316,165,359,490,621,426
6XU8_1_A7,42,12,23,11,5,13,15,16,15
6XU8_1_B2,710,183,406,137,95,191,253,307,249
6YAL_1_1,17,3,7,1,3,1,5,7,2
6YDP_1_AA,243,96,146,77,37,90,86,154,93
6YDP_1_AV,22,9,17,6,4,7,6,11,10
6YDP_1_BA,438,198,282,170,79,196,178,292,172
6YDP_1_BB,14,6,9,5,2,5,8,8,8
6YHS_1_8-6,1,0,0,0,0,0,0,0,0
6YL5_1_I,3,2,2,1,1,1,1,2,2
6YMC_1_A,1,1,1,0,0,0,0,0,1
6YML_1_A,3,2,2,1,1,1,1,2,2
6YRQ_1_E,0,0,0,0,0,0,0,1,0
6YS3_1_v,34,6,16,2,2,3,8,10,12
6YW5_1_aa,375,179,260,163,78,196,186,273,157
6YWE_1_bb,19,6,12,4,2,5,10,10,6
6YWS_1_A,756,364,504,349,169,365,339,520,317
6YYM_1_B,2,1,0,1,0,1,1,3,0
6ZDP_1_B,10,1,5,0,1,1,5,0,6
6ZDU_1_C,9,5,6,1,1,4,3,5,4
6ZM6_1_w,22,5,13,5,2,5,7,6,9
6ZM6_1_x,17,7,10,5,1,4,9,8,5
6ZMI_1_CC,20,9,14,6,6,7,8,12,11
6ZU5_1_L50,668,334,458,319,123,327,301,487,299
6ZU5_1_L70,31,22,23,17,5,14,14,19,16
6ZU5_1_S60,397,198,262,164,93,182,174,276,173
7A0S_1_X,847,366,543,324,144,338,319,529,331
7A0S_1_Y,42,11,19,5,3,7,8,13,10
7A9W_1_B,3,1,0,1,0,1,0,1,1
7A9X_1_B,1,0,0,0,0,0,1,0,0
7AAP_1_T-P,0,0,0,0,0,0,2,0,0
7AOH_1_P,0,0,0,0,0,0,0,1,0
7AQC_1_T,15,8,11,7,4,6,8,12,8
7AS8_1_2,13,5,12,4,3,6,11,13,6
7B3D_1_T-P,1,0,0,0,0,0,0,0,0
7B5K_1_x,11,10,10,7,3,5,8,12,6
7B5K_1_z,9,5,13,4,5,2,6,10,3
7B9V_1_2-6,17,4,7,4,1,4,7,7,5
7BAH_1_C-D,1,0,0,0,0,0,2,0,0
7BV2_1_T-P,0,0,1,0,0,0,2,0,1
7C2K_1_F-G,0,0,0,0,0,0,0,1,0
7C45_1_D,0,0,0,0,0,0,0,1,0
7C79_1_A,105,12,34,13,6,12,21,17,17
7C7L_1_C,12,3,5,4,0,3,2,5,3
7CPU_1_L5-L8,922,418,618,406,191,423,428,634,378
7CPU_1_L7,33,15,25,16,6,17,13,19,16
7CPU_1_S2,504,200,329,175,104,198,217,307,188
7CPU_1_S6,24,5,15,1,0,2,8,9,8
7CXM_1_J-I,2,1,0,0,0,0,4,0,0
7CYQ_1_J-I,3,0,0,0,2,0,1,0,0
7D3J_1_B,1,0,1,0,0,1,0,2,1
7D7V_1_A,2,2,3,2,1,1,1,2,2
7D7W_1_A,3,3,3,2,2,2,3,2,3
7D81_1_A,8,2,5,1,0,0,5,1,2
7D8O_1_B,9,3,4,3,1,4,2,1,2
7DCO_1_B,26,6,20,6,5,8,9,11,13
7DCO_1_H-F,44,7,20,5,3,6,18,14,14
7DFG_1_T-P,1,0,0,0,0,0,0,0,0
7DFH_1_T-P,1,0,0,0,0,0,3,0,1
7DIC_1_C,1,0,0,0,0,0,0,0,0
7DOI_1_T-P,1,0,0,0,0,0,0,0,1
7DOK_1_T-P,0,0,0,0,0,0,0,0,1
7DTE_1_F-G,3,0,0,0,0,0,1,0,0
7DVQ_1_F-H,9,6,6,3,0,4,7,9,3
7E8O_1_X,15,7,9,6,3,7,8,10,4
7EAG_1_C-D-E-F-A-B,19,15,15,11,13,17,15,22,15
7ECK_1_I-J,3,0,1,0,0,0,0,0,0
7ECN_1_A-B,2,0,0,0,0,0,0,0,0
7ECO_1_E-F,2,0,0,0,0,0,0,0,0
7ECP_1_A-B,4,2,2,2,0,0,2,0,0
7ED5_1_J-I,0,0,0,0,0,0,5,0,1
7EDT_1_A-B,6,4,4,4,4,4,4,4,4
7EL1_1_B,5,3,4,1,0,2,2,4,2
7ELQ_1_A,8,5,7,3,0,2,4,5,3
7ENI_1_B,7,3,4,1,0,2,0,3,2
7EOG_1_A,14,7,9,6,2,4,6,10,6
7EU9_1_B,2,0,1,0,0,1,0,2,1
7EVO_1_H,18,6,11,5,1,3,7,7,6
7JIL_1_1,816,386,532,364,181,387,342,526,326
7JIL_1_2,468,186,285,158,80,158,166,242,167
7JIL_1_3,36,15,22,12,5,16,12,18,14
7JJU_1_A-B,15,9,12,8,4,10,10,11,4
7JNH_1_B,8,2,3,1,1,1,2,2,2
7JRR_1_A,5,4,4,3,3,4,4,3,3
7K16_1_P,9,6,8,3,0,1,4,7,3
7K98_1_C,14,8,12,8,5,9,9,15,6
7KFN_1_B-C,1,1,1,1,0,1,1,1,1
7KGA_1_A,7,4,3,1,0,2,0,4,4
7KGA_1_B,6,1,3,1,0,1,2,4,1
7KGB_1_B,39,17,24,17,4,14,13,20,13
7KGB_1_a,420,220,302,195,89,207,191,294,167
7KJV_1_C-D,1,0,0,0,0,0,0,0,0
7KKV_1_B,8,4,6,4,0,2,2,3,4
7KVU_1_G,31,19,25,19,9,17,14,21,9
7L0Z_1_G,16,13,13,12,4,11,12,16,5
7LJ3_1_A,25,5,15,1,3,5,6,11,9
7LO9_1_A-B,3,2,4,2,2,2,2,2,2
7LYS_1_B,2,2,1,2,1,2,1,2,1
7M2V_1_yy-zz,0,0,0,0,0,0,1,0,0
7M50_1_WW-V,2,0,0,0,0,0,0,0,0
7M50_1_X-m,1,0,0,0,0,0,1,0,0
7M50_1_bb-qq,3,0,0,0,0,0,1,0,1
7M50_1_e-P,4,0,1,0,0,0,0,0,1
7M50_1_h-S,1,0,0,0,0,0,1,0,1
7M50_1_i-T,1,0,1,0,0,1,0,0,0
7M50_1_n-Y,0,0,1,0,0,0,1,0,1
7MJV_1_E,4,0,1,0,0,0,2,0,1
7MJW_1_G,1,1,1,1,1,1,1,1,1
7MKT_1_A,18,16,16,16,5,13,16,15,4
7MKY_1_A,8,3,5,2,0,3,5,4,3
7MLW_1_F,38,12,22,14,7,13,18,17,15
7MLX_1_R,10,5,8,5,1,5,6,6,4
7MQA_1_L0,3,2,2,1,0,2,1,2,1
7MQA_1_L2,20,10,12,8,7,9,11,9,11
7MSF_1_R,0,0,1,0,0,0,0,0,0
7N2V_1_Dt,7,3,7,2,2,3,3,6,2
7N2V_1_Pt,14,4,10,4,1,4,6,13,3
7NHN_1_a,451,227,306,182,98,213,189,295,193
7O7Y_1_AT,4,2,4,3,1,3,3,7,1
7O7Y_1_B5-B8,855,423,577,383,190,410,409,604,353
7O7Y_1_B7,32,18,24,16,5,16,13,19,16
7O7Z_1_AH,6,2,3,0,0,0,1,2,3
7O80_1_AT,22,5,15,2,4,6,9,12,9
7OAX_1_A,14,13,12,13,5,9,12,15,9
7ODF_1_F,3,2,2,2,1,1,2,1,1
7OEA_1_E,1,0,0,0,0,0,1,0,0
7OIF_1_z,16,5,11,2,1,3,6,10,5
7OJN_1_E,1,0,0,0,0,0,1,0,0
7OJN_1_R-M,0,0,0,0,0,0,0,1,0
7OL0_1_P,1,0,0,0,0,1,0,0,0
7ZJW_1_I,42,11,20,11,4,14,11,11,9
7OM7_1_H-G,0,0,0,0,0,0,0,1,0
7ONU_1_T,8,4,6,4,2,2,5,5,3
7ORN_1_H-T,1,0,1,0,0,1,0,1,0
7OS0_1_D,5,1,1,0,0,2,2,2,0
7OSM_1_ASIT,27,3,14,1,1,2,8,8,7
7OT5_1_z,9,4,5,2,0,3,3,5,2
7OYB_1_22,546,188,310,136,83,165,206,278,194
7OYB_1_51-81,959,418,628,343,168,389,399,612,383
7OYB_1_71,39,15,19,16,5,16,11,18,15
7OYC_1_22,482,219,303,168,101,204,230,296,170
7OYC_1_51-81,941,405,583,333,171,371,403,586,353
7OYC_1_71,39,15,21,13,5,14,15,15,13
7OZQ_1_H,8,3,5,1,1,3,1,4,3
7P0V_1_B,3,3,3,2,2,2,2,3,2
7P3K_1_V,14,8,12,7,4,6,8,11,6
7P48_1_5,13,7,10,7,4,5,8,12,5
7P7Q_1_A,911,475,596,445,214,480,432,635,413
7P7Q_1_B,33,16,26,14,4,14,13,18,14
7P7Q_1_D,12,8,11,7,3,5,8,15,9
7P7Q_1_a,463,251,324,207,104,233,225,319,205
7P7T_1_C,11,6,6,6,3,5,5,9,4
7PKT_1_0,15,2,2,2,2,2,3,8,3
7PKT_1_1,31,18,22,15,11,19,23,22,18
7PKT_1_3-4-5-2,114,50,69,37,21,46,46,67,40
7PKT_1_7-6,158,56,95,47,29,54,60,97,47
7PKT_1_8,88,29,64,23,12,22,25,41,27
7PLI_1_C,2,0,1,0,0,0,0,0,0
7PLI_1_G,1,0,0,0,0,0,0,0,0
7PMM_1_D,1,0,0,0,0,0,1,0,1
7PWG_1_1-4,607,317,443,282,123,294,262,446,236
7PWG_1_w,1,1,1,1,0,1,0,1,0
7PWO_1_2,340,164,260,130,74,146,159,249,131
7PWO_1_3,29,18,23,8,2,15,7,18,15
7PWO_1_w2,1,1,1,1,0,1,1,1,1
7PZY_1_1-4,882,428,605,414,197,424,419,647,361
7PZY_1_10,2,0,2,0,0,1,2,0,2
7PZY_1_3,27,18,21,17,6,19,12,19,16
7Q4K_1_D2,7,4,8,2,2,2,5,8,4
7Q80_1_B-C-A,9,3,3,2,1,2,1,5,1
7Q82_1_C-B-A,13,3,5,3,1,2,4,4,3
7QCA_1_L50,648,323,456,325,167,341,291,463,271
7QCA_1_L70,32,16,27,14,5,17,17,18,19
7QCA_1_S60,350,177,254,165,93,188,168,256,146
7QEP_1_1,606,308,421,313,153,312,282,432,234
7QEP_1_2,28,13,22,13,5,14,10,16,13
7QEP_1_3,342,149,224,141,86,149,141,218,105
7QGG_1_E,40,13,21,10,4,14,13,16,12
7QGG_1_S2,486,196,298,152,99,181,171,261,175
7QGG_1_t-D,1025,432,672,305,173,352,350,563,397
7QGG_1_u,17,3,7,2,2,3,5,9,1
7QGG_1_v,26,5,15,1,4,4,7,11,7
7QH7_1_B,29,5,14,4,1,2,5,5,12
7QI4_1_A,432,214,296,194,78,215,195,335,205
7QI4_1_AA,219,119,156,95,37,105,96,166,99
7QI4_1_Aw,2,1,1,0,1,1,2,1,1
7QI4_1_Ax,14,6,9,5,1,4,12,11,4
7QI4_1_B,14,7,11,5,3,8,7,10,7
7QIW_1_2-8,733,396,521,368,170,382,370,564,331
7QIW_1_5,34,20,24,17,3,15,15,18,16
7QIY_1_2,119,56,78,53,27,59,58,77,49
7QIZ_1_S2,363,198,268,173,99,188,181,283,161
7QIZ_1_aA-bA,2,1,2,0,0,0,2,2,1
7QQP_1_A,5,2,4,0,1,1,2,1,3
7QQX_1_A,4,1,3,0,0,0,1,1,2
7QR0_1_A,6,2,4,0,0,0,2,1,3
7QR3_1_C,8,2,5,2,0,1,2,3,1
7QR4_1_B,9,3,3,2,0,2,5,3,1
7QR8_1_A,8,1,4,0,0,0,3,2,2
7QVP_1_B4,12,8,15,6,5,8,8,12,7
7R6Q_1_1-2,70,31,39,26,18,27,25,38,28
7R6Q_1_6,13,3,6,3,2,4,4,8,2
7R81_1_A1-C1,907,439,602,368,188,400,393,607,353
7R81_1_A2,488,219,313,180,117,212,209,285,186
7R81_1_B1,27,14,21,10,4,13,10,18,14
7R81_1_t1,12,8,13,6,4,6,6,12,6
7R97_1_C,1,1,1,1,1,1,0,1,1
7REX_1_A,14,10,16,8,4,11,7,13,7
7RQB_1_1A,855,459,569,427,195,438,408,604,398
7RQB_1_1B,34,16,26,14,4,15,13,17,14
7S36_1_R,6,2,5,1,0,1,2,2,3
7SBA_1_Z,0,0,0,0,0,0,0,1,1
7SFR_1_A,905,429,605,410,203,413,381,601,377
7SFR_1_B,41,13,27,13,4,16,13,20,16
7SFR_1_a,466,184,297,142,83,181,158,252,175
7ST2_1_5,13,6,13,5,4,7,7,15,7
7SZU_1_R,12,7,10,6,2,5,8,8,6
7TTW_1_2,44,12,28,3,2,9,11,14,15
7TZS_1_X,24,9,15,11,6,11,11,15,8
7U2I_1_1w,12,4,7,3,1,3,4,11,4
7UCK_1_2,19,12,18,7,3,5,10,14,9
7UIN_1_B,143,70,88,66,30,70,68,99,67
7UND_1_P,1,1,0,1,0,0,0,0,0
7UNW_1_A,790,406,570,422,211,416,372,594,353
7UNW_1_B,34,14,20,12,4,15,12,18,9
7UNW_1_a,430,206,294,172,97,190,177,278,166
7UOB_1_T-P,8,0,0,0,0,0,1,0,0
7UQ6_1_B,10,8,9,7,4,5,7,9,5
7UQB_1_6,6,1,2,0,0,0,2,7,0
7UR5_1_v,10,4,8,2,2,2,6,8,3
7UTN_1_C,29,14,16,8,3,11,13,15,11
7UVZ_1_A,745,404,527,405,197,394,356,557,350
7UVZ_1_v,9,4,9,3,1,4,3,9,3
7UW1_1_B,37,12,23,12,4,14,12,16,11
7UW1_1_a,406,238,300,205,103,200,197,288,186
7UY6_1_B,38,3,12,0,3,5,9,14,9
7V94_1_B,5,3,5,1,2,3,4,2,1
7VKI_1_B,0,0,0,0,0,0,1,0,0
7VNV_1_A,5,2,4,1,1,2,1,4,1
7VTI_1_B,2,0,2,0,0,1,2,2,1
7VTN_1_B,3,0,2,0,0,0,2,1,2
7WAY_1_D,26,7,16,8,1,7,9,14,9
7WIE_1_V,7,4,6,3,2,4,2,5,3
7WJU_1_C,25,11,14,8,5,11,8,17,10
7XHT_1_B,24,16,16,12,4,12,13,14,11
7XJG_1_H,1,1,0,0,0,0,1,2,0
7XPL_1_G-H-I-J,1,1,1,1,1,2,1,1,2
7XSP_1_D-A,5,0,1,0,0,0,3,3,2
7Y81_1_B-C,1,1,2,1,0,0,5,7,2
7Y9X_1_R,2,0,0,0,0,0,1,2,0
7YED_1_T-N-M,7,0,1,0,0,0,4,0,2
7YGA_1_N,100,42,65,40,17,45,39,60,40
7YSE_1_E,13,7,11,7,4,7,7,10,6
7Z42_1_V,2,2,2,2,0,2,1,2,2
7ZHG_1_2,350,191,266,190,94,191,170,267,150
7ZJW_1_I,77,4,30,1,4,11,15,20,11
7ZJW_1_S,20,2,11,0,1,3,6,9,9
7ZO1_1_A,5,2,4,0,1,1,1,2,3
7ZP8_1_v,25,14,21,6,6,9,10,18,17
7ZTA_1_ATR1,8,5,6,3,2,4,5,10,5
7ZTA_1_ETR1,11,4,6,3,1,3,2,7,3
7ZUX_1_7,16,8,14,4,5,7,8,10,6
7ZW0_1_sl,17,6,13,6,4,9,5,14,5
7ZW0_1_sn,14,7,13,8,4,7,4,10,4
8A22_1_A1,21,11,16,9,6,10,12,16,11
8A22_1_A3-A2,40,23,25,26,10,20,24,26,15
8A22_1_A5-A4,38,17,23,12,5,9,10,21,15
8A22_1_A7-A6,141,57,82,61,24,54,63,82,48
8A22_1_A8,68,33,51,30,10,25,28,41,24
8A22_1_A9,10,2,7,1,0,4,4,4,2
